ClientID,PreferredClinicID,ClientName,City,State,PostalCode,ClientSince,MarketingOptIn,PreferredContact,AcquisitionChannel,HouseholdIncomeBand
C001957,CL001,Ella Taylor,Boca Raton,FL,34261,2020-11-08,Yes,SMS,Community Event,$150K+
C001958,CL004,Liam Campbell,Fort Myers,FL,34619,2019-08-27,Yes,SMS,Existing Client,$75K-$99K
C001959,CL005,Jack Jackson,St. Petersburg,FL,32907,2021-05-04,No,Email,Existing Client,$150K+
C001960,CL007,Amanda Lee,Lakeland,FL,34559,2018-03-17,Yes,SMS,Social Media,$100K-$149K
C001961,CL011,Jack Sanchez,Pensacola,FL,34630,2022-01-07,Yes,Phone,Referral,<$50K
C001962,CL009,Michael Mitchell,Gainesville,FL,33909,2019-02-18,No,Email,Walk-In,$50K-$74K
C001963,CL004,Mason Williams,Sarasota,FL,32714,2022-10-13,Yes,SMS,Social Media,$100K-$149K
C001964,CL011,Harper Martinez,Clearwater,FL,34874,2018-04-14,Yes,SMS,Referral,$50K-$74K
C001965,CL009,Mason Anderson,Lakeland,FL,33095,2023-10-22,No,SMS,Community Event,$75K-$99K
C001966,CL005,Robert Nguyen,Newberry,FL,32258,2022-11-17,Yes,Phone,Referral,$150K+
C001967,CL007,James Martinez,Lake City,FL,33280,2022-10-08,No,SMS,Walk-In,<$50K
C001968,CL001,Emma Hernandez,Alachua,FL,33734,2020-06-12,Yes,SMS,Existing Client,<$50K
C001969,CL004,Henry Jackson,Naples,FL,33922,2019-03-27,Yes,SMS,Community Event,$100K-$149K
C001970,CL007,Sarah Brown,Newberry,FL,32818,2020-12-26,Yes,SMS,Existing Client,$150K+
C001971,CL012,Liam Rivera,Orlando,FL,34536,2021-07-27,Yes,Email,Community Event,$50K-$74K
C001972,CL005,Olivia Nelson,Fort Myers,FL,34695,2021-01-04,Yes,SMS,Google Search,$50K-$74K
C001973,CL009,Liam Johnson,Tampa,FL,33846,2023-02-27,Yes,SMS,Google Search,$75K-$99K
C001974,CL007,Ashley Young,Naples,FL,32918,2018-04-30,Yes,SMS,Walk-In,$50K-$74K
C001975,CL011,Elijah Nguyen,St. Petersburg,FL,33948,2021-04-04,No,SMS,Community Event,<$50K
C001976,CL006,Henry Walker,Gainesville,FL,34847,2022-09-30,Yes,SMS,Social Media,<$50K
C001977,CL012,Sofia Adams,Delray Beach,FL,32010,2019-08-04,Yes,SMS,Walk-In,$150K+
C001978,CL008,Ryan Allen,Alachua,FL,34855,2020-11-18,Yes,SMS,Social Media,<$50K
C001979,CL006,Grace Rivera,Naples,FL,32791,2023-11-10,No,Phone,Walk-In,$75K-$99K
C001980,CL010,Mia Thomas,Boca Raton,FL,32407,2021-12-12,Yes,Email,Google Search,<$50K
C001981,CL007,Mia Rodriguez,Lakeland,FL,34951,2018-08-13,Yes,SMS,Social Media,$150K+
C001982,CL002,Olivia Gonzalez,Miami,FL,34236,2019-07-04,Yes,SMS,Social Media,$150K+
C001983,CL003,Jack Campbell,Tampa,FL,33416,2020-01-12,Yes,SMS,Existing Client,$50K-$74K
C001984,CL010,Ethan Roberts,Gainesville,FL,32190,2021-05-10,Yes,SMS,Social Media,$75K-$99K
C001985,CL006,Lauren Flores,Boca Raton,FL,34312,2023-09-11,No,SMS,Existing Client,$100K-$149K
C001986,CL003,Sofia Jackson,Alachua,FL,32537,2018-10-05,Yes,Email,Walk-In,$50K-$74K
C001987,CL005,Robert Smith,Pensacola,FL,33058,2021-03-31,Yes,SMS,Referral,$100K-$149K
C001988,CL005,Evelyn King,Jacksonville,FL,34393,2018-01-24,Yes,Phone,Existing Client,<$50K
C001989,CL009,Harper Torres,Alachua,FL,34335,2021-08-15,No,SMS,Social Media,$100K-$149K
C001990,CL001,Nick Mitchell,Lake City,FL,34549,2021-10-02,Yes,Email,Walk-In,$100K-$149K
C001991,CL011,Luna Miller,Alachua,FL,34395,2020-07-18,No,SMS,Existing Client,$75K-$99K
C001992,CL007,David Smith,Ocala,FL,32119,2021-12-09,No,Email,Community Event,$150K+
C001993,CL002,Amanda Walker,Clearwater,FL,32974,2019-12-25,Yes,SMS,Existing Client,$50K-$74K
C001994,CL001,Lauren Anderson,Miami,FL,33796,2019-12-28,No,SMS,Google Search,$100K-$149K
C001995,CL003,Emily Thomas,Lakeland,FL,32469,2019-11-22,No,Phone,Walk-In,$150K+
C001996,CL011,Camila Robinson,Ocala,FL,32582,2023-07-24,Yes,SMS,Walk-In,$150K+
C001997,CL005,Noah Hernandez,Pensacola,FL,34219,2023-02-13,No,SMS,Google Search,$75K-$99K
C001998,CL006,Ashley Clark,Palm Coast,FL,32665,2021-10-19,No,SMS,Google Search,<$50K
C001999,CL009,Jason Adams,Lakeland,FL,32230,2019-03-03,Yes,SMS,Walk-In,<$50K
C002000,CL009,James Thompson,Fort Myers,FL,32302,2018-01-24,Yes,Phone,Existing Client,$50K-$74K
C002001,CL008,Lauren Nguyen,Alachua,FL,34437,2019-11-04,Yes,Phone,Existing Client,$75K-$99K
C002002,CL003,Liam Taylor,Tampa,FL,33373,2021-07-21,Yes,SMS,Community Event,$75K-$99K
C002003,CL007,Lauren Wilson,Naples,FL,32603,2018-04-17,No,Phone,Social Media,<$50K
C002004,CL008,Elijah Gonzalez,Sarasota,FL,34541,2023-03-13,No,SMS,Community Event,$75K-$99K
C002005,CL011,Mia Thomas,Naples,FL,33854,2021-09-09,No,SMS,Walk-In,<$50K
C002006,CL008,Daniel Martin,Clearwater,FL,34039,2021-10-30,Yes,SMS,Existing Client,<$50K
C002007,CL010,Harper Jackson,Tampa,FL,34563,2020-09-17,Yes,SMS,Community Event,<$50K
C002008,CL004,Jack Baker,Pensacola,FL,32386,2021-07-29,Yes,Email,Community Event,$100K-$149K
C002009,CL011,Emily Brown,Sarasota,FL,34235,2022-11-06,Yes,Phone,Social Media,$50K-$74K
C002010,CL008,Audrey Hernandez,Ocala,FL,32845,2020-11-07,Yes,Phone,Google Search,<$50K
C002011,CL005,Emma Wright,St. Petersburg,FL,34113,2022-05-28,Yes,SMS,Walk-In,<$50K
C002012,CL003,Daniel Ramirez,Tallahassee,FL,34536,2022-06-19,No,Phone,Walk-In,$150K+
C002013,CL006,Amelia Thompson,Lakeland,FL,34636,2018-09-02,Yes,SMS,Community Event,$150K+
C002014,CL009,Chloe Martinez,Pensacola,FL,33471,2018-07-22,Yes,SMS,Social Media,$75K-$99K
C002015,CL005,Olivia Hill,Newberry,FL,33057,2020-06-22,No,Email,Referral,$50K-$74K
C002016,CL004,Benjamin Sanchez,Jacksonville,FL,33772,2019-04-29,Yes,Email,Social Media,<$50K
C002017,CL009,Emily Johnson,Tampa,FL,34848,2018-05-19,No,Email,Existing Client,<$50K
C002018,CL007,Emily Smith,Delray Beach,FL,33834,2022-08-09,Yes,Phone,Existing Client,$75K-$99K
C002019,CL011,David Gonzalez,Delray Beach,FL,33291,2020-10-30,No,SMS,Community Event,<$50K
C002020,CL002,Sofia Taylor,Fort Myers,FL,33834,2023-08-05,No,Phone,Google Search,<$50K
C002021,CL009,Grace Scott,Clearwater,FL,33258,2018-07-20,Yes,Email,Community Event,<$50K
C002022,CL003,Audrey Jones,Sarasota,FL,34244,2023-07-13,Yes,Phone,Referral,$100K-$149K
C002023,CL010,Audrey King,Gainesville,FL,32888,2020-01-19,Yes,Phone,Walk-In,$75K-$99K
C002024,CL009,Charlotte Gonzalez,Fort Myers,FL,32543,2022-05-26,No,Email,Google Search,$100K-$149K
C002025,CL009,Ethan Adams,Orlando,FL,32100,2019-06-17,Yes,Email,Walk-In,$75K-$99K
C002026,CL003,James Robinson,Tallahassee,FL,33350,2023-05-26,No,SMS,Referral,<$50K
C002027,CL004,Lauren Lopez,Jacksonville,FL,34781,2019-06-12,No,SMS,Existing Client,$150K+
C002028,CL007,Kevin Martinez,Ocala,FL,32680,2021-07-14,No,SMS,Community Event,$75K-$99K
C002029,CL007,Lauren Hernandez,Orlando,FL,33795,2021-04-09,Yes,Email,Referral,$75K-$99K
C002030,CL007,Jessica Walker,Tampa,FL,34565,2022-10-20,Yes,Phone,Google Search,$50K-$74K
C002031,CL003,Ella Gonzalez,Miami,FL,33113,2020-09-27,No,SMS,Community Event,<$50K
C002032,CL012,Mason Rivera,Orlando,FL,32775,2020-01-27,Yes,SMS,Referral,$50K-$74K
C002033,CL009,Nick Johnson,Tallahassee,FL,33414,2018-02-21,Yes,Email,Community Event,$100K-$149K
C002034,CL010,Lucas Gonzalez,Naples,FL,34739,2023-01-10,Yes,SMS,Existing Client,$75K-$99K
C002035,CL002,Ashley Allen,Clearwater,FL,33454,2021-07-19,No,Phone,Google Search,$75K-$99K
C002036,CL010,Grace Wright,Tallahassee,FL,34442,2020-01-12,Yes,SMS,Referral,$100K-$149K
C002037,CL004,Audrey Davis,Sarasota,FL,33197,2021-09-25,No,SMS,Social Media,$150K+
C002038,CL011,Amelia Torres,Ocala,FL,34883,2019-07-08,Yes,SMS,Existing Client,$100K-$149K
C002039,CL006,Robert Williams,Delray Beach,FL,33651,2018-09-02,Yes,SMS,Community Event,<$50K
C002040,CL001,Sarah Roberts,Newberry,FL,32144,2020-03-21,No,Phone,Community Event,$150K+
C002041,CL008,Mateo Hall,Clearwater,FL,33332,2018-12-19,Yes,Phone,Google Search,$150K+
C002042,CL001,Elijah Hernandez,Clearwater,FL,33717,2023-06-26,Yes,SMS,Existing Client,$50K-$74K
C002043,CL001,Jackson Martinez,Tallahassee,FL,32483,2018-01-01,Yes,Email,Community Event,$75K-$99K
C002044,CL011,Olivia Jackson,St. Petersburg,FL,32110,2019-07-16,Yes,Phone,Social Media,$100K-$149K
C002045,CL007,Ashley Martinez,Palm Coast,FL,34296,2018-02-14,No,Email,Community Event,$75K-$99K
C002046,CL011,Isabella Williams,Fort Myers,FL,33574,2020-06-28,Yes,SMS,Referral,$150K+
C002047,CL005,Camila Sanchez,Miami,FL,32053,2019-10-13,No,Phone,Google Search,$75K-$99K
C002048,CL002,Ava Baker,Orlando,FL,32751,2021-07-08,Yes,SMS,Google Search,$150K+
C002049,CL001,Robert Gonzalez,Jacksonville,FL,34457,2019-09-15,Yes,Phone,Community Event,$50K-$74K
C002050,CL003,Mason Robinson,Newberry,FL,33792,2018-06-17,No,Email,Walk-In,$150K+
C002051,CL005,Elijah Wilson,Delray Beach,FL,32015,2023-08-26,No,Email,Social Media,<$50K
C002052,CL012,Evelyn Mitchell,Tampa,FL,32914,2018-11-14,No,Phone,Community Event,$50K-$74K
C002053,CL005,Rachel Young,Boca Raton,FL,34523,2020-09-24,No,SMS,Referral,$50K-$74K
C002054,CL001,Luna Williams,St. Petersburg,FL,34203,2018-10-31,Yes,SMS,Referral,$100K-$149K
C002055,CL007,Nick Nelson,Naples,FL,33501,2022-06-21,No,Email,Existing Client,<$50K
C002056,CL003,Daniel Wright,Naples,FL,32945,2021-12-06,Yes,SMS,Referral,$150K+
C002057,CL004,Logan Hernandez,Clearwater,FL,34343,2023-02-10,Yes,Email,Walk-In,<$50K
C002058,CL001,Jackson Wright,Palm Coast,FL,33669,2022-04-12,Yes,SMS,Community Event,$150K+
C002059,CL004,Isabella Harris,Orlando,FL,33995,2018-05-10,Yes,Email,Existing Client,$100K-$149K
C002060,CL001,Jessica Smith,Naples,FL,34701,2019-10-07,Yes,SMS,Referral,$100K-$149K
C002061,CL009,Ella Adams,Lakeland,FL,34043,2022-12-26,Yes,Phone,Community Event,<$50K
C002062,CL010,Emily Anderson,Naples,FL,34215,2022-08-16,Yes,SMS,Referral,$75K-$99K
C002063,CL003,Sophia Anderson,Delray Beach,FL,33297,2023-08-13,Yes,SMS,Google Search,$50K-$74K
C002064,CL009,Olivia Davis,Pensacola,FL,33671,2018-10-04,Yes,SMS,Walk-In,$100K-$149K
C002065,CL003,Daniel Miller,Newberry,FL,33314,2021-12-29,Yes,Email,Community Event,<$50K
C002066,CL011,Lucas Hill,Alachua,FL,33462,2021-10-14,Yes,SMS,Google Search,<$50K
C002067,CL006,Jackson Harris,Naples,FL,32604,2021-03-14,Yes,Phone,Existing Client,$150K+
C002068,CL011,Camila Brown,Clearwater,FL,32914,2021-09-25,No,SMS,Referral,$50K-$74K
C002069,CL004,Daniel Miller,Lake City,FL,32985,2021-09-19,Yes,Email,Google Search,<$50K
C002070,CL008,Isabella Lopez,Palm Coast,FL,33365,2018-01-07,Yes,Email,Google Search,$100K-$149K
C002071,CL001,Nick Jones,Lake City,FL,32522,2022-03-15,Yes,Phone,Existing Client,$150K+
C002072,CL005,Jackson Jackson,Boca Raton,FL,32259,2021-11-09,No,Phone,Referral,$50K-$74K
C002073,CL006,Robert Campbell,Lake City,FL,34768,2018-07-10,Yes,Email,Existing Client,$150K+
C002074,CL010,Ethan Gonzalez,Delray Beach,FL,32825,2018-02-05,Yes,Email,Community Event,$50K-$74K
C002075,CL012,David Sanchez,Palm Coast,FL,34683,2022-12-11,No,SMS,Google Search,$75K-$99K
C002076,CL006,Ashley Lewis,Newberry,FL,33760,2018-08-22,Yes,SMS,Social Media,$100K-$149K
C002077,CL002,Lauren Gonzalez,Alachua,FL,34517,2023-08-03,Yes,SMS,Referral,$75K-$99K
C002078,CL012,Ethan Carter,Clearwater,FL,33759,2018-07-07,Yes,Phone,Referral,$150K+
C002079,CL008,Jessica Nguyen,Alachua,FL,33006,2020-06-28,Yes,SMS,Social Media,$75K-$99K
C002080,CL009,Kevin Lewis,Fort Myers,FL,34230,2019-05-10,Yes,Email,Google Search,$150K+
C002081,CL009,Liam Moore,Sarasota,FL,33690,2023-04-13,Yes,SMS,Referral,$50K-$74K
C002082,CL006,Ava Nelson,Tallahassee,FL,33684,2019-11-15,No,SMS,Community Event,$150K+
C002083,CL010,Emma Mitchell,Palm Coast,FL,33762,2022-03-09,Yes,Phone,Google Search,$50K-$74K
C002084,CL010,Daniel Rodriguez,Jacksonville,FL,32702,2021-12-08,No,SMS,Social Media,$75K-$99K
C002085,CL003,Nick Sanchez,Orlando,FL,33902,2021-10-10,Yes,SMS,Referral,$50K-$74K
C002086,CL004,Elijah Rivera,Boca Raton,FL,34553,2018-05-10,Yes,SMS,Walk-In,$75K-$99K
C002087,CL011,Benjamin Rodriguez,Boca Raton,FL,34071,2022-06-17,No,SMS,Existing Client,$50K-$74K
C002088,CL001,Benjamin Garcia,St. Petersburg,FL,32758,2019-12-10,Yes,SMS,Referral,$75K-$99K
C002089,CL006,Sofia Hernandez,Jacksonville,FL,32933,2022-12-22,No,SMS,Community Event,<$50K
C002090,CL007,Amelia Hall,Boca Raton,FL,34353,2021-08-03,No,Email,Google Search,$75K-$99K
C002091,CL002,Jack Johnson,Newberry,FL,32005,2022-12-25,Yes,SMS,Walk-In,$150K+
C002092,CL012,Harper Smith,Fort Myers,FL,33555,2020-03-08,Yes,Email,Walk-In,$150K+
C002093,CL005,Henry Scott,Orlando,FL,32395,2018-05-12,No,SMS,Referral,$150K+
C002094,CL008,Logan Lewis,Boca Raton,FL,32327,2021-05-12,Yes,Phone,Existing Client,$150K+
C002095,CL011,Emma Vilaihong,Newberry,FL,33929,2023-11-24,Yes,SMS,Walk-In,<$50K
C002096,CL007,Harper Martin,Orlando,FL,34311,2023-09-04,No,Email,Google Search,<$50K
C002097,CL011,Harper Adams,St. Petersburg,FL,32031,2021-11-25,Yes,SMS,Referral,<$50K
C002098,CL012,Kevin Gonzalez,Orlando,FL,33528,2022-03-27,No,Phone,Community Event,$150K+
C002099,CL011,Emily Torres,Miami,FL,33649,2018-10-10,Yes,Email,Social Media,$75K-$99K
C002100,CL001,Robert Rodriguez,Pensacola,FL,33067,2018-07-23,Yes,Email,Existing Client,$75K-$99K
C002101,CL006,Amelia Smith,Newberry,FL,34074,2018-09-14,Yes,SMS,Referral,<$50K
C002102,CL002,Kevin Wright,Boca Raton,FL,33045,2018-12-12,No,SMS,Community Event,$100K-$149K
C002103,CL011,Emily Torres,Newberry,FL,32331,2019-12-25,Yes,Phone,Social Media,$150K+
C002104,CL001,Luna Sanchez,Boca Raton,FL,33596,2018-06-04,No,Email,Social Media,$50K-$74K
C002105,CL004,Liam Ramirez,Lake City,FL,33150,2023-04-20,Yes,SMS,Existing Client,$100K-$149K
C002106,CL005,David Hernandez,Ocala,FL,32906,2021-04-13,No,SMS,Social Media,$50K-$74K
C002107,CL011,Sofia Smith,Boca Raton,FL,33736,2018-05-13,Yes,SMS,Google Search,$150K+
C002108,CL004,Ashley Robinson,Lake City,FL,32691,2022-03-23,Yes,Email,Walk-In,$75K-$99K
C002109,CL002,Lauren Thompson,Tampa,FL,34942,2020-03-22,Yes,Email,Google Search,<$50K
C002110,CL006,Jack Baker,Lakeland,FL,33382,2021-07-07,Yes,SMS,Google Search,<$50K
C002111,CL011,Camila Moore,Palm Coast,FL,33966,2023-07-16,Yes,Email,Referral,$75K-$99K
C002112,CL006,Daniel Clark,Gainesville,FL,33497,2022-12-19,Yes,SMS,Community Event,$100K-$149K
C002113,CL001,Evelyn Lopez,Fort Myers,FL,33974,2022-06-28,No,SMS,Existing Client,$100K-$149K
C002114,CL007,Lucas Hernandez,Boca Raton,FL,34947,2020-01-19,Yes,Email,Social Media,<$50K
C002115,CL003,Nick Jackson,Lake City,FL,34849,2018-08-16,Yes,Email,Existing Client,$100K-$149K
C002116,CL010,Sophia Lewis,Delray Beach,FL,32258,2023-08-09,No,Email,Walk-In,$150K+
C002117,CL012,Camila Thompson,Naples,FL,34769,2021-05-11,Yes,SMS,Walk-In,$150K+
C002118,CL009,Ryan Torres,Delray Beach,FL,34239,2020-08-17,Yes,Email,Referral,$150K+
C002119,CL012,Robert Williams,Naples,FL,33293,2023-03-31,Yes,Phone,Walk-In,$150K+
C002120,CL005,Noah Hernandez,Pensacola,FL,32122,2022-06-20,No,Phone,Social Media,$75K-$99K
C002121,CL007,James Lee,Lake City,FL,32389,2021-09-13,Yes,Phone,Existing Client,$75K-$99K
C002122,CL005,Henry Green,Orlando,FL,32977,2021-06-28,Yes,SMS,Walk-In,$150K+
C002123,CL009,Jackson Hill,Alachua,FL,34533,2018-07-02,Yes,Email,Existing Client,$75K-$99K
C002124,CL008,Emily Robinson,Tampa,FL,33203,2019-05-27,Yes,SMS,Referral,$50K-$74K
C002125,CL007,Ava Ramirez,St. Petersburg,FL,32129,2018-12-27,No,SMS,Community Event,$150K+
C002126,CL008,Mia Robinson,Miami,FL,34119,2019-09-12,Yes,Phone,Social Media,$50K-$74K
C002127,CL010,Grace Scott,Naples,FL,32454,2020-12-26,Yes,SMS,Walk-In,<$50K
C002128,CL009,Sophia Thompson,Orlando,FL,32202,2022-05-11,No,SMS,Walk-In,$100K-$149K
C002129,CL001,Sophia Williams,Delray Beach,FL,34782,2019-05-02,Yes,Email,Referral,$50K-$74K
C002130,CL001,Amelia Johnson,Clearwater,FL,34622,2019-05-21,No,Phone,Referral,$150K+
C002131,CL004,Elijah Harris,Jacksonville,FL,33511,2021-10-04,No,SMS,Existing Client,$50K-$74K
C002132,CL008,Jessica Adams,Ocala,FL,34977,2019-10-29,No,SMS,Community Event,$100K-$149K
C002133,CL011,Nick Adams,St. Petersburg,FL,34546,2022-09-17,Yes,SMS,Existing Client,$150K+
C002134,CL005,Mateo Thomas,Tampa,FL,33308,2018-04-07,No,Phone,Referral,$75K-$99K
C002135,CL008,Grace Mitchell,Newberry,FL,33083,2022-03-04,Yes,SMS,Walk-In,$100K-$149K
C002136,CL008,Rachel Robinson,Palm Coast,FL,33607,2023-03-06,Yes,Email,Google Search,$150K+
C002137,CL003,Sarah Miller,Naples,FL,32578,2021-07-21,Yes,SMS,Social Media,<$50K
C002138,CL008,Mia Mitchell,Jacksonville,FL,33072,2023-05-14,Yes,SMS,Google Search,<$50K
C002139,CL012,Daniel Moore,Delray Beach,FL,32597,2019-10-26,Yes,Email,Walk-In,$100K-$149K
C002140,CL007,Sarah Sanchez,Palm Coast,FL,34777,2019-05-14,No,SMS,Referral,<$50K
C002141,CL008,Ryan Hall,Pensacola,FL,34753,2018-05-29,Yes,SMS,Google Search,$150K+
C002142,CL009,Liam Scott,Palm Coast,FL,33562,2018-01-15,No,SMS,Referral,$75K-$99K
C002143,CL011,Henry Allen,Orlando,FL,32799,2019-08-28,Yes,Email,Google Search,$75K-$99K
C002144,CL005,Chloe Scott,Newberry,FL,33869,2019-01-26,No,SMS,Walk-In,$150K+
C002145,CL010,Henry Hall,Clearwater,FL,33514,2023-05-01,Yes,SMS,Referral,$75K-$99K
C002146,CL012,Charlotte Ramirez,Orlando,FL,34919,2021-08-31,Yes,Phone,Community Event,$150K+
C002147,CL006,Rachel Green,Tampa,FL,34407,2023-08-07,Yes,SMS,Referral,$150K+
C002148,CL002,Charlotte Rodriguez,Naples,FL,33499,2022-06-03,Yes,Email,Social Media,$100K-$149K
C002149,CL001,Isabella Gonzalez,Ocala,FL,34423,2018-01-20,Yes,Phone,Referral,$75K-$99K
C002150,CL007,Mason Campbell,Sarasota,FL,34631,2020-03-09,Yes,SMS,Existing Client,$75K-$99K
C002151,CL004,Mateo Torres,Jacksonville,FL,34775,2023-02-21,Yes,SMS,Social Media,<$50K
C002152,CL007,Ashley Rivera,Newberry,FL,33748,2021-12-06,No,SMS,Existing Client,$75K-$99K
C002153,CL008,Kevin Williams,Orlando,FL,33046,2021-05-05,No,Phone,Walk-In,$100K-$149K
C002154,CL004,Audrey Torres,Pensacola,FL,32650,2021-07-04,Yes,SMS,Social Media,$100K-$149K
C002155,CL004,Daniel Gonzalez,Alachua,FL,32509,2021-03-06,No,Phone,Community Event,$100K-$149K
C002156,CL003,Henry Mitchell,Orlando,FL,32083,2020-03-26,No,Email,Social Media,$50K-$74K
C002157,CL006,Robert Baker,Palm Coast,FL,32924,2022-01-01,Yes,Email,Referral,$50K-$74K
C002158,CL006,Noah Nelson,Lakeland,FL,33012,2018-04-02,Yes,SMS,Existing Client,<$50K
C002159,CL006,Chloe Rodriguez,Gainesville,FL,33223,2021-04-27,Yes,SMS,Existing Client,$150K+
C002160,CL010,Henry Thomas,Delray Beach,FL,32707,2021-03-14,Yes,SMS,Social Media,$150K+
C002161,CL009,Amelia Brown,Palm Coast,FL,33839,2019-11-13,No,Email,Existing Client,$150K+
C002162,CL012,Kevin Lewis,Tampa,FL,33086,2018-09-02,No,SMS,Community Event,$150K+
C002163,CL004,Michael Robinson,Jacksonville,FL,33137,2023-04-11,No,Email,Social Media,$100K-$149K
C002164,CL011,Camila Smith,Miami,FL,33392,2018-08-21,Yes,SMS,Google Search,$150K+
C002165,CL010,Rachel Brown,Tallahassee,FL,34565,2020-05-11,No,SMS,Community Event,$75K-$99K
C002166,CL001,Logan Garcia,Pensacola,FL,33926,2023-11-23,Yes,SMS,Community Event,$150K+
C002167,CL010,Daniel Johnson,Sarasota,FL,33624,2020-09-22,Yes,Email,Walk-In,$150K+
C002168,CL003,Jackson King,Newberry,FL,33945,2018-12-30,No,SMS,Walk-In,<$50K
C002169,CL006,Liam Hernandez,Ocala,FL,33567,2018-11-14,Yes,SMS,Social Media,$150K+
C002170,CL006,Rachel Campbell,Gainesville,FL,33697,2020-11-23,Yes,Phone,Google Search,$50K-$74K
C002171,CL009,Ashley King,Clearwater,FL,34286,2023-09-24,Yes,Phone,Referral,$50K-$74K
C002172,CL005,Jason Harris,Tampa,FL,32188,2022-06-27,Yes,Phone,Walk-In,$50K-$74K
C002173,CL012,Emily Sanchez,Miami,FL,34191,2022-02-14,Yes,SMS,Social Media,<$50K
C002174,CL011,Ethan Williams,Delray Beach,FL,34765,2021-12-07,Yes,Email,Walk-In,$150K+
C002175,CL009,Jackson Martinez,Ocala,FL,33894,2022-02-11,Yes,Email,Google Search,$50K-$74K
C002176,CL009,Rachel Miller,Lake City,FL,32268,2019-02-24,No,Phone,Existing Client,<$50K
C002177,CL008,Isabella White,Clearwater,FL,33057,2021-09-23,Yes,SMS,Referral,<$50K
C002178,CL010,Chloe Sanchez,Delray Beach,FL,32688,2022-05-03,Yes,SMS,Walk-In,$100K-$149K
C002179,CL006,Audrey Miller,Tampa,FL,32614,2021-05-11,No,Phone,Walk-In,$100K-$149K
C002180,CL002,David Hill,Tallahassee,FL,33524,2022-07-23,Yes,Email,Referral,<$50K
C002181,CL009,Jason Miller,Tampa,FL,34570,2018-07-30,Yes,SMS,Existing Client,$75K-$99K
C002182,CL002,Mateo Wilson,Orlando,FL,32199,2023-12-05,Yes,SMS,Existing Client,$100K-$149K
C002183,CL002,Benjamin White,Boca Raton,FL,32295,2019-05-17,Yes,Phone,Social Media,$100K-$149K
C002184,CL007,Liam Hernandez,Tallahassee,FL,32866,2022-03-29,No,SMS,Community Event,$50K-$74K
C002185,CL011,Ava Garcia,Miami,FL,33860,2022-08-21,Yes,SMS,Social Media,$50K-$74K
C002186,CL009,Charlotte Hall,Naples,FL,32831,2021-10-24,No,Email,Walk-In,<$50K
C002187,CL002,David Rodriguez,St. Petersburg,FL,33354,2018-11-25,No,SMS,Referral,$75K-$99K
C002188,CL002,Jessica King,Sarasota,FL,32928,2021-02-27,Yes,SMS,Walk-In,<$50K
C002189,CL005,Sarah Mitchell,Naples,FL,33226,2023-05-08,No,SMS,Google Search,$100K-$149K
C002190,CL001,Benjamin Taylor,Clearwater,FL,33114,2022-08-07,Yes,Email,Community Event,$150K+
C002191,CL011,Ethan Campbell,Boca Raton,FL,32720,2018-06-20,Yes,SMS,Walk-In,$75K-$99K
C002192,CL004,Mason Walker,Ocala,FL,34684,2023-10-24,Yes,SMS,Google Search,$150K+
C002193,CL001,Ava Carter,Fort Myers,FL,32852,2019-06-28,Yes,SMS,Google Search,$150K+
C002194,CL004,Daniel Perez,Lake City,FL,33791,2022-01-09,Yes,SMS,Referral,$150K+
C002195,CL009,Sofia Clark,Orlando,FL,32709,2018-04-25,Yes,SMS,Referral,$75K-$99K
C002196,CL009,Sophia Johnson,Fort Myers,FL,32519,2023-01-23,Yes,SMS,Walk-In,$100K-$149K
C002197,CL010,Daniel Garcia,Palm Coast,FL,32598,2021-05-17,Yes,SMS,Social Media,$75K-$99K
C002198,CL002,Elijah Carter,Fort Myers,FL,34501,2019-09-19,Yes,Email,Walk-In,$75K-$99K
C002199,CL012,Ashley Jones,Naples,FL,34939,2019-02-17,No,SMS,Referral,$150K+
C002200,CL011,Logan Lee,St. Petersburg,FL,32647,2022-06-29,Yes,SMS,Google Search,$50K-$74K
C002201,CL011,Elijah Thomas,Sarasota,FL,33627,2019-12-22,Yes,Phone,Community Event,<$50K
C002202,CL005,Michael Hill,St. Petersburg,FL,34512,2019-09-27,No,SMS,Existing Client,$100K-$149K
C002203,CL010,Nick Martin,Pensacola,FL,32965,2022-09-30,Yes,SMS,Community Event,$100K-$149K
C002204,CL001,Rachel Young,Clearwater,FL,32194,2023-02-19,Yes,SMS,Community Event,$75K-$99K
C002205,CL004,Mason Adams,Lake City,FL,34799,2022-09-21,Yes,SMS,Social Media,<$50K
C002206,CL006,Lauren Hernandez,Lakeland,FL,33263,2020-05-31,Yes,Email,Google Search,$50K-$74K
C002207,CL001,Daniel Ramirez,Pensacola,FL,33353,2021-06-01,Yes,SMS,Existing Client,$75K-$99K
C002208,CL004,Benjamin Sanchez,Naples,FL,34981,2018-06-27,No,Phone,Walk-In,<$50K
C002209,CL008,Robert Martinez,Lakeland,FL,34932,2019-10-24,No,Email,Community Event,$75K-$99K
C002210,CL001,Logan Green,Gainesville,FL,32933,2021-03-31,No,Phone,Community Event,$100K-$149K
C002211,CL012,Evelyn Hill,Clearwater,FL,32665,2023-01-10,Yes,Email,Google Search,$50K-$74K
C002212,CL010,Camila Mitchell,Gainesville,FL,33545,2019-05-10,Yes,Phone,Community Event,$75K-$99K
C002213,CL006,Michael Allen,Ocala,FL,33288,2019-01-19,Yes,Phone,Community Event,<$50K
